x	y	n_langs	n_lineages	pearson	spearman	lineage_r	quad_min	quad_expected	quad_reading	p_quad	grid_empty	p_grid	coupled	claim	claim_violators	claim_viol_rate	claim_support	boot_kind	boot_survival	surprise
pos:ADJ	pos:NUM	116	35	0.089	0.294	0.429	21	29.0		0.003	0.0	1.0	False	pos:ADJ >= pos:NUM	Gheg,Hausa,Old_Turkish,Southern_Kurdish,Wolof,Xavante	0.052	0.776			0.0
pos:ADJ	pos:PART	103	33	-0.279	-0.297	-0.505	20	25.2		0.066	0.0	1.0	False	pos:ADJ >= pos:PART	Akuntsu,Amharic,Bambara,Beja,Cantonese,Cebuano,Central_Kurdish,Chinese	0.311	0.476			0.0
pos:ADJ	pos:PRON	125	37	-0.366	-0.346	-0.135	22	30.8		0.004	0.0	1.0	False	pos:PRON >= pos:ADJ	Brahui,Breton,Buryat,Czech,Faroese,Kazakh,Kiche,Korean	0.168	0.632			0.0
pos:ADJ	pos:PROPN	120	36	0.259	0.292	0.454	21	30.0		0.003	0.0	1.0	False	pos:ADJ >= pos:PROPN	Abkhaz,Akkadian,Akuntsu,Amharic,Azerbaijani,Bambara,Bhojpuri,Chintang	0.217	0.425			0.0
pos:ADJ	pos:SCONJ	113	36	-0.186	-0.173	-0.125	22	27.8		0.05	0.0	1.0	False	pos:ADJ >= pos:SCONJ	Amharic,Bambara,Beja,Breton,Cappadocian,Chintang,Hausa,Hebrew	0.142	0.646			0.0
pos:ADP	pos:ADV	128	35	-0.24	-0.22	-0.316	29	32.0		0.367	0.0	1.0	False	pos:ADP >= pos:ADV	Abaza,Abkhaz,Akuntsu,Apurina,Assamese,Azerbaijani,Bengali,Buryat	0.367	0.383			0.0
pos:ADP	pos:AUX	120	35	0.108	0.197	0.05	25	30.0		0.098	0.0	1.0	False	pos:ADP >= pos:AUX	Apurina,Azerbaijani,Bambara,Bokota,Cantonese,Chukchi,Finnish,Gheg	0.25	0.483			0.0
pos:ADP	pos:CCONJ	119	33	0.097	0.122	0.308	24	29.2		0.09	0.0	1.0	False	pos:ADP >= pos:CCONJ	Chintang,Chukchi,Classical_Chinese,Finnish,Highland_Puebla_Nahuatl,Hittite,Karelian,Komi_Permyak	0.185	0.613			0.0
pos:ADP	pos:DET	121	35	0.25	0.246	0.283	22	29.8		0.013	0.0	1.0	False	pos:ADP >= pos:DET	Akuntsu,Albanian,Bavarian,Beja,Bengali,Cantonese,Cappadocian,Chintang	0.223	0.512			0.0
pos:ADP	pos:INTJ	95	32	-0.081	-0.14	-0.129	21	23.2		0.575	0.0	1.0	False	pos:ADP >= pos:INTJ	Chintang,Highland_Puebla_Nahuatl,Naga,Skolt_Sami,Swedish_Sign_Language	0.053	0.8			0.0
pos:ADP	pos:NUM	121	35	-0.049	-0.067	0.091	29	29.8		1.0	0.0	1.0	False	pos:ADP >= pos:NUM	Chintang,Classical_Chinese,Kazakh,Korean,Spanish_Sign_Language,Telugu,Uzbek,Yakut	0.066	0.686			0.0
pos:ADP	pos:PART	107	32	-0.026	0.037	-0.047	25	26.2		0.858	0.0	1.0	False	pos:ADP >= pos:PART	Akuntsu,Amharic,Buryat,Cantonese,Chinese,Chintang,Chukchi,Classical_Chinese	0.224	0.533			0.0
pos:ADP	pos:PRON	129	36	0.031	0.064	0.151	25	31.8		0.04	0.0	1.0	False	pos:PRON >= pos:ADP	Bavarian,Bhojpuri,Brahui,Breton,Czech,Faroese,French,Gorontalo	0.217	0.581			0.0
pos:ADP	pos:PROPN	123	35	-0.047	-0.072	-0.233	28	30.2		0.56	0.0	1.0	False	pos:ADP >= pos:PROPN	Akkadian,Akuntsu,Azerbaijani,Buryat,Chintang,Chukchi,Finnish,Javanese	0.252	0.569			0.0
pos:ADP	pos:SCONJ	115	35	0.285	0.339	0.466	20	28.2		0.003	0.0	1.0	False	pos:ADP >= pos:SCONJ	Chintang,Korean,Mbya_Guarani,Naga,Shanghainese,Skolt_Sami	0.052	0.722			0.0
pos:ADV	pos:AUX	122	35	-0.237	-0.188	-0.199	28	30.5		0.468	0.0	1.0	False	pos:ADV >= pos:AUX	Amharic,Assyrian,Bambara,Beja,Bhojpuri,Bokota,Breton,English	0.197	0.525			0.0
pos:ADV	pos:DET	123	37	-0.108	-0.093	-0.195	29	30.2		0.862	0.0	1.0	False	pos:ADV >= pos:DET	Albanian,Amharic,Bambara,Bavarian,Beja,Bhojpuri,Breton,Cappadocian	0.203	0.585			0.0
pos:ADV	pos:PART	111	35	0.115	0.01	0.145	26	27.2		0.842	0.0	1.0	False	pos:ADV >= pos:PART	Albanian,Amharic,Bambara,Beja,Bhojpuri,Cebuano,Chintang,Guajajara	0.207	0.568			0.0
pos:ADV	pos:PRON	132	37	0.003	0.115	0.121	27	33.0		0.049	0.0	1.0	False	pos:PRON >= pos:ADV	Abkhaz,Breton,Buryat,Cantonese,Chinese,Chintang,Chukchi,Faroese	0.205	0.508			0.0
pos:ADV	pos:PROPN	124	35	-0.245	-0.256	-0.023	24	31.0		0.021	0.0	1.0	False	pos:ADV >= pos:PROPN	Akkadian,Amharic,Azerbaijani,Bambara,Bhojpuri,Faroese,Finnish,Gorontalo	0.202	0.556			0.0
pos:ADV	pos:SCONJ	117	36	-0.019	0.055	-0.319	24	28.8		0.132	0.0	1.0	False	pos:ADV >= pos:SCONJ	Amharic,Beja,Bhojpuri,Hebrew,Mbya_Guarani,Middle_Armenian	0.051	0.803			0.0
pos:AUX	pos:CCONJ	113	32	-0.041	0.108	0.036	22	27.8		0.062	0.0	1.0	False	pos:AUX >= pos:CCONJ	Chintang,Classical_Chinese,Czech,Esperanto,Hebrew,Highland_Puebla_Nahuatl,Hittite,Irish	0.195	0.407			0.0
pos:AUX	pos:DET	113	35	0.142	0.232	0.138	23	27.8		0.127	0.0	1.0	False	pos:AUX >= pos:DET	Albanian,Bavarian,Beja,Brahui,Breton,Cappadocian,Central_Kurdish,Chintang	0.327	0.336			0.0
pos:AUX	pos:NUM	112	34	0.152	-0.098	-0.217	27	28.0		0.841	0.0	1.0	False	pos:AUX >= pos:NUM	Abaza,Chintang,Classical_Chinese,Hebrew,Hittite,Odia,Spanish_Sign_Language,Tagalog	0.098	0.679			0.0
pos:AUX	pos:PART	102	33	0.056	-0.019	0.326	25	25.5		1.0	0.0	1.0	False	pos:AUX >= pos:PART	Akuntsu,Albanian,Amharic,Cantonese,Central_Kurdish,Chinese,Chintang,Chukchi	0.284	0.48			0.0
pos:AUX	pos:PRON	123	36	0.118	0.206	0.235	22	30.2		0.008	0.0	1.0	False	pos:PRON >= pos:AUX	Breton,Faroese,Gujarati,Hausa,Ika,Old_Turkish,Tamil,Warlpiri	0.073	0.715			0.0
pos:AUX	pos:PROPN	116	35	0.009	0.067	-0.176	27	29.0		0.583	0.0	1.0	False	pos:AUX >= pos:PROPN	Abkhaz,Azerbaijani,Brahui,Buryat,Chintang,Chukchi,Finnish,Frisian_Dutch	0.302	0.414			0.0
pos:CCONJ	pos:DET	114	34	0.294	0.397	0.224	18	28.5		0.0	0.0	1.0	False	pos:DET >= pos:CCONJ	Akkadian,Chukchi,Classical_Chinese,Faroese,Gheg,Gujarati,Hittite,Komi_Permyak	0.193	0.465			0.0
pos:CCONJ	pos:INTJ	88	30	0.005	-0.091	0.069	20	22.0		0.511	0.0	1.0	False	pos:CCONJ >= pos:INTJ	Bambara,Cantonese,Hausa,Ika,Naga,Pesh,Shanghainese,Southern_Kurdish	0.136	0.739			0.0
pos:CCONJ	pos:NUM	113	34	-0.136	-0.058	-0.071	27	27.8		1.0	0.0	1.0	False	pos:CCONJ >= pos:NUM	Abaza,Bokota,Buryat,Cantonese,Chinese,Ika,Kazakh,Naga	0.15	0.504			0.0
pos:CCONJ	pos:PART	103	32	-0.112	-0.02	-0.152	25	25.2		1.0	0.0	1.0	False	pos:CCONJ >= pos:PART	Albanian,Amharic,Apurina,Bambara,Buryat,Cantonese,Cebuano,Chinese	0.359	0.379			0.0
pos:CCONJ	pos:PROPN	115	32	0.005	0.056	-0.175	26	28.2		0.589	0.0	1.0	False	pos:PROPN >= pos:CCONJ	Albanian,Beja,Cappadocian,Chintang,Czech,Esperanto,Greek,Hebrew	0.243	0.426			0.0
pos:CCONJ	pos:SCONJ	112	33	0.364	0.432	0.574	19	28.0		0.001	0.0	1.0	False	pos:CCONJ >= pos:SCONJ	Amharic,Bambara,Beja,Bokota,Breton,Hausa,Kiche,Mbya_Guarani	0.143	0.482			0.0
pos:DET	pos:NUM	115	36	-0.117	-0.049	-0.213	28	28.2		1.0	0.0	1.0	False	pos:DET >= pos:NUM	Buryat,Classical_Chinese,Kazakh,Komi_Zyrian,Spanish_Sign_Language,Tamil,Tatar,Uzbek	0.078	0.565			0.0
pos:DET	pos:PRON	123	37	0.088	0.161	0.134	22	30.2		0.003	0.0	1.0	False	pos:PRON >= pos:DET	Bavarian,Beja,Breton,Cappadocian,French,Greek,Irish,Italian	0.098	0.699			0.0
pos:DET	pos:PROPN	116	35	-0.133	-0.025	-0.179	25	29.0		0.184	0.0	1.0	False	pos:DET >= pos:PROPN	Akkadian,Azerbaijani,Buryat,Cebuano,Chukchi,Classical_Chinese,Faroese,Guajajara	0.328	0.353			0.0
pos:INTJ	pos:PROPN	91	31	-0.124	-0.406	-0.352	12	22.2		0.0	0.0	1.0	False	pos:PROPN >= pos:INTJ	Cappadocian,Highland_Puebla_Nahuatl,Pesh,Skolt_Sami,Southern_Kurdish,Spanish,Zazaki	0.077	0.78			0.0
pos:INTJ	pos:SCONJ	85	30	0.005	0.0	0.075	20	20.8		1.0	0.0	1.0	False	pos:SCONJ >= pos:INTJ	Cantonese,Chukchi,Frisian_Dutch,Gheg,Highland_Puebla_Nahuatl,Ika,South_Levantine_Arabic,Teko	0.106	0.612			0.0
pos:NOUN	pos:VERB	133	38	0.114	0.096	0.08	30	32.8		0.494	0.0	1.0	False	pos:NOUN >= pos:VERB	Abaza,Abkhaz,Bambara,Beja,Cantonese,Chintang,Chukchi,Gheg	0.143	0.579			0.0
pos:NUM	pos:PART	102	33	-0.249	-0.28	-0.382	19	25.5		0.012	0.0	1.0	False	pos:PART >= pos:NUM	Bavarian,Breton,Esperanto,Faroese,Javanese,Kazakh,Korean,Northern_Kurdish	0.167	0.539			0.0
pos:NUM	pos:PROPN	117	34	0.194	0.289	0.401	20	28.8		0.0	0.0	1.0	False	pos:PROPN >= pos:NUM	Abaza,Cantonese,Cappadocian,Chinese,Komi_Zyrian,Middle_Armenian,Old_French,Pesh	0.085	0.684			0.0
pos:NUM	pos:SCONJ	109	35	-0.159	-0.152	-0.131	24	26.8		0.418	0.0	1.0	False	pos:SCONJ >= pos:NUM	Brahui,Buryat,Cantonese,Chinese,Chukchi,Faroese,Finnish,Gheg	0.239	0.404			0.0
pos:PART	pos:PRON	111	35	0.151	0.188	-0.031	25	27.2		0.586	0.0	1.0	False	pos:PRON >= pos:PART	Cantonese,Chintang,Chukchi,Guajajara,Ika,Irish,Kiche,Mbya_Guarani	0.108	0.694			0.0
pos:PART	pos:PROPN	104	32	-0.175	-0.127	-0.137	24	26.0		0.572	0.0	1.0	False	pos:PROPN >= pos:PART	Albanian,Amharic,Bambara,Beja,Cantonese,Cappadocian,Cebuano,Central_Kurdish	0.346	0.413			0.0
pos:PART	pos:SCONJ	98	33	0.111	0.115	-0.125	23	24.5		0.691	0.0	1.0	False	pos:PART >= pos:SCONJ	Bavarian,Beja,Bokota,Breton,Cappadocian,Czech,Esperanto,Greek	0.224	0.48			0.0
pos:PRON	pos:PROPN	125	36	-0.172	-0.209	-0.157	22	30.8		0.004	0.0	1.0	False	pos:PRON >= pos:PROPN	Akkadian,Azerbaijani,Bhojpuri,Buryat,Faroese,Finnish,Gorontalo,Gwichin	0.16	0.688			0.0
